Name;Template;Reference;Category
vnd.ezpix-album;application/vnd.ezpix-album;[ElectronicZombieCorp];Application
vnd.ezpix-package;application/vnd.ezpix-package;[ElectronicZombieCorp];Application
vnd.f-secure.mobile;application/vnd.f-secure.mobile;[Samu_Sarivaara];Application
vnd.fastcopy-disk-image;application/vnd.fastcopy-disk-image;[Thomas_Huth];Application
vnd.familysearch.gedcom+zip;application/vnd.familysearch.gedcom+zip;[Gordon_Clarke];Application
vnd.fdsn.mseed;application/vnd.fdsn.mseed;[Chad_Trabant];Application
vnd.fdsn.seed;application/vnd.fdsn.seed;[Chad_Trabant];Application
vnd.ffsns;application/vnd.ffsns;[Holstage];Application
vnd.ficlab.flb+zip;application/vnd.ficlab.flb+zip;[Steve_Gilberd];Application
vnd.filmit.zfc;application/vnd.filmit.zfc;[Harms_Moeller];Application
vnd.fints;application/vnd.fints;[Ingo_Hammann];Application
vnd.firemonkeys.cloudcell;application/vnd.firemonkeys.cloudcell;[Alex_Dubov];Application
vnd.FloGraphIt;application/vnd.FloGraphIt;[Dick_Floersch];Application
vnd.fluxtime.clip;application/vnd.fluxtime.clip;[Marc_Winter];Application
vnd.font-fontforge-sfd;application/vnd.font-fontforge-sfd;[George_Williams];Application
vnd.framemaker;application/vnd.framemaker;[Mike_Wexler];Application
vnd.frogans.fnc (OBSOLETE);application/vnd.frogans.fnc;[OP3FT][Alexis_Tamas];Application
vnd.frogans.ltf (OBSOLETE);application/vnd.frogans.ltf;[OP3FT][Alexis_Tamas];Application
vnd.fsc.weblaunch;application/vnd.fsc.weblaunch;[Derek_Smith];Application
vnd.fujifilm.fb.docuworks;application/vnd.fujifilm.fb.docuworks;[Kazuya_Iimura];Application
vnd.fujifilm.fb.docuworks.binder;application/vnd.fujifilm.fb.docuworks.binder;[Kazuya_Iimura];Application
vnd.fujifilm.fb.docuworks.container;application/vnd.fujifilm.fb.docuworks.container;[Kazuya_Iimura];Application
vnd.fujifilm.fb.jfi+xml;application/vnd.fujifilm.fb.jfi+xml;[Keitaro_Ishida];Application
vnd.fujitsu.oasys;application/vnd.fujitsu.oasys;[Nobukazu_Togashi];Application
vnd.fujitsu.oasys2;application/vnd.fujitsu.oasys2;[Nobukazu_Togashi];Application
vnd.fujitsu.oasys3;application/vnd.fujitsu.oasys3;[Seiji_Okudaira];Application
vnd.fujitsu.oasysgp;application/vnd.fujitsu.oasysgp;[Masahiko_Sugimoto];Application
vnd.fujitsu.oasysprs;application/vnd.fujitsu.oasysprs;[Masumi_Ogita];Application
vnd.fujixerox.ART4;application/vnd.fujixerox.ART4;[Fumio_Tanabe];Application
vnd.fujixerox.ART-EX;application/vnd.fujixerox.ART-EX;[Fumio_Tanabe];Application
vnd.fujixerox.ddd;application/vnd.fujixerox.ddd;[Masanori_Onda];Application
vnd.fujixerox.docuworks;application/vnd.fujixerox.docuworks;[Takatomo_Wakibayashi];Application
vnd.fujixerox.docuworks.binder;application/vnd.fujixerox.docuworks.binder;[Takashi_Matsumoto];Application
vnd.fujixerox.docuworks.container;application/vnd.fujixerox.docuworks.container;[Kiyoshi_Tashiro];Application
vnd.fujixerox.HBPL;application/vnd.fujixerox.HBPL;[Fumio_Tanabe];Application
vnd.fut-misnet;application/vnd.fut-misnet;[Jann_Pruulman];Application
vnd.futoin+cbor;application/vnd.futoin+cbor;[Andrey_Galkin];Application
vnd.futoin+json;application/vnd.futoin+json;[Andrey_Galkin];Application
vnd.fuzzysheet;application/vnd.fuzzysheet;[Simon_Birtwistle];Application
vnd.genomatix.tuxedo;application/vnd.genomatix.tuxedo;[Torben_Frey];Application
vnd.genozip;application/vnd.genozip;[Divon_Lan];Application
vnd.gentics.grd+json;application/vnd.gentics.grd+json;[Philipp_Gortan];Application
vnd.gentoo.catmetadata+xml;application/vnd.gentoo.catmetadata+xml;[Michał_Górny];Application
vnd.gentoo.ebuild;application/vnd.gentoo.ebuild;[Michał_Górny];Application
vnd.gentoo.eclass;application/vnd.gentoo.eclass;[Michał_Górny];Application
vnd.gentoo.gpkg;application/vnd.gentoo.gpkg;[Michał_Górny];Application
vnd.gentoo.manifest;application/vnd.gentoo.manifest;[Michał_Górny];Application
vnd.gentoo.xpak;application/vnd.gentoo.xpak;[Gentoo_Portage_Project];Application
vnd.gentoo.pkgmetadata+xml;application/vnd.gentoo.pkgmetadata+xml;[Michał_Górny];Application
vnd.geo+json (OBSOLETED by [RFC7946] in favor of application/geo+json);application/vnd.geo+json;[Sean_Gillies];Application
vnd.geocube+xml (OBSOLETED by request);application/vnd.geocube+xml;[Francois_Pirsch];Application
vnd.geogebra.file;application/vnd.geogebra.file;[GeoGebra][Yves_Kreis];Application
vnd.geogebra.slides;application/vnd.geogebra.slides;[GeoGebra][Michael_Borcherds][Markus_Hohenwarter];Application
vnd.geogebra.tool;application/vnd.geogebra.tool;[GeoGebra][Yves_Kreis];Application
vnd.geometry-explorer;application/vnd.geometry-explorer;[Michael_Hvidsten];Application
vnd.geonext;application/vnd.geonext;[Matthias_Ehmann];Application
vnd.geoplan;application/vnd.geoplan;[Christian_Mercat];Application
vnd.geospace;application/vnd.geospace;[Christian_Mercat];Application
vnd.gerber;application/vnd.gerber;[Thomas_Weyn];Application
vnd.globalplatform.card-content-mgt;application/vnd.globalplatform.card-content-mgt;[Gil_Bernabeu];Application
vnd.globalplatform.card-content-mgt-response;application/vnd.globalplatform.card-content-mgt-response;[Gil_Bernabeu];Application
vnd.gmx - DEPRECATED;application/vnd.gmx;[Christian_V._Sciberras];Application
vnd.gnu.taler.exchange+json;application/vnd.gnu.taler.exchange+json;[Christian_Grothoff];Application
vnd.gnu.taler.merchant+json;application/vnd.gnu.taler.merchant+json;[Christian_Grothoff];Application
vnd.google-earth.kml+xml;application/vnd.google-earth.kml+xml;[Michael_Ashbridge];Application
vnd.google-earth.kmz;application/vnd.google-earth.kmz;[Michael_Ashbridge];Application
vnd.gov.sk.e-form+xml;application/vnd.gov.sk.e-form+xml;[Peter_Biro][Stefan_Szilva];Application
vnd.gov.sk.e-form+zip;application/vnd.gov.sk.e-form+zip;[Peter_Biro][Stefan_Szilva];Application
vnd.gov.sk.xmldatacontainer+xml;application/vnd.gov.sk.xmldatacontainer+xml;[Peter_Biro][Stefan_Szilva];Application
vnd.grafeq;application/vnd.grafeq;[Jeff_Tupper];Application
vnd.gridmp;application/vnd.gridmp;[Jeff_Lawson];Application
vnd.groove-account;application/vnd.groove-account;[Todd_Joseph];Application
vnd.groove-help;application/vnd.groove-help;[Todd_Joseph];Application
vnd.groove-identity-message;application/vnd.groove-identity-message;[Todd_Joseph];Application
vnd.groove-injector;application/vnd.groove-injector;[Todd_Joseph];Application
vnd.groove-tool-message;application/vnd.groove-tool-message;[Todd_Joseph];Application
vnd.groove-tool-template;application/vnd.groove-tool-template;[Todd_Joseph];Application
vnd.groove-vcard;application/vnd.groove-vcard;[Todd_Joseph];Application
vnd.hal+json;application/vnd.hal+json;[Mike_Kelly];Application
vnd.hal+xml;application/vnd.hal+xml;[Mike_Kelly];Application
vnd.HandHeld-Entertainment+xml;application/vnd.HandHeld-Entertainment+xml;[Eric_Hamilton];Application
vnd.hbci;application/vnd.hbci;[Ingo_Hammann];Application
vnd.hc+json;application/vnd.hc+json;[Jan_Schütze];Application
vnd.hcl-bireports;application/vnd.hcl-bireports;[Doug_R._Serres];Application
vnd.hdt;application/vnd.hdt;[Javier_D._Fernández];Application
vnd.heroku+json;application/vnd.heroku+json;[Wesley_Beary];Application
vnd.hhe.lesson-player;application/vnd.hhe.lesson-player;[Randy_Jones];Application
vnd.hp-HPGL;application/vnd.hp-HPGL;[Bob_Pentecost];Application
vnd.hp-hpid;application/vnd.hp-hpid;[Aloke_Gupta];Application
vnd.hp-hps;application/vnd.hp-hps;[Steve_Aubrey];Application
vnd.hp-jlyt;application/vnd.hp-jlyt;[Amir_Gaash];Application
vnd.hp-PCL;application/vnd.hp-PCL;[Bob_Pentecost];Application
vnd.hp-PCLXL;application/vnd.hp-PCLXL;[Bob_Pentecost];Application
vnd.httphone;application/vnd.httphone;[Franck_Lefevre];Application
vnd.hydrostatix.sof-data;application/vnd.hydrostatix.sof-data;[Allen_Gillam];Application
vnd.hyper-item+json;application/vnd.hyper-item+json;[Mario_Demuth];Application
vnd.hyper+json;application/vnd.hyper+json;[Irakli_Nadareishvili];Application
vnd.hyperdrive+json;application/vnd.hyperdrive+json;[Daniel_Sims];Application
vnd.hzn-3d-crossword;application/vnd.hzn-3d-crossword;[James_Minnis];Application
vnd.ibm.afplinedata (OBSOLETED in favor of vnd.afpc.afplinedata);application/vnd.ibm.afplinedata;[Roger_Buis];Application
vnd.ibm.electronic-media;application/vnd.ibm.electronic-media;[Bruce_Tantlinger];Application
vnd.ibm.MiniPay;application/vnd.ibm.MiniPay;[Amir_Herzberg];Application
vnd.ibm.modcap (OBSOLETED in favor of application/vnd.afpc.modca);application/vnd.ibm.modcap;[Reinhard_Hohensee];Application
vnd.ibm.rights-management;application/vnd.ibm.rights-management;[Bruce_Tantlinger];Application
vnd.ibm.secure-container;application/vnd.ibm.secure-container;[Bruce_Tantlinger];Application
vnd.iccprofile;application/vnd.iccprofile;[Phil_Green];Application
vnd.ieee.1905;application/vnd.ieee.1905;[Purva_R_Rajkotia];Application
vnd.igloader;application/vnd.igloader;[Tim_Fisher];Application
vnd.imagemeter.folder+zip;application/vnd.imagemeter.folder+zip;[Dirk_Farin];Application
vnd.imagemeter.image+zip;application/vnd.imagemeter.image+zip;[Dirk_Farin];Application
vnd.immervision-ivp;application/vnd.immervision-ivp;[Mathieu_Villegas];Application
vnd.immervision-ivu;application/vnd.immervision-ivu;[Mathieu_Villegas];Application
vnd.ims.imsccv1p1;application/vnd.ims.imsccv1p1;[Lisa_Mattson];Application
vnd.ims.imsccv1p2;application/vnd.ims.imsccv1p2;[Lisa_Mattson];Application
vnd.ims.imsccv1p3;application/vnd.ims.imsccv1p3;[Lisa_Mattson];Application
vnd.ims.lis.v2.result+json;application/vnd.ims.lis.v2.result+json;[Lisa_Mattson];Application
vnd.ims.lti.v2.toolconsumerprofile+json;application/vnd.ims.lti.v2.toolconsumerprofile+json;[Lisa_Mattson];Application
vnd.ims.lti.v2.toolproxy.id+json;application/vnd.ims.lti.v2.toolproxy.id+json;[Lisa_Mattson];Application
vnd.ims.lti.v2.toolproxy+json;application/vnd.ims.lti.v2.toolproxy+json;[Lisa_Mattson];Application
vnd.ims.lti.v2.toolsettings+json;application/vnd.ims.lti.v2.toolsettings+json;[Lisa_Mattson];Application
vnd.ims.lti.v2.toolsettings.simple+json;application/vnd.ims.lti.v2.toolsettings.simple+json;[Lisa_Mattson];Application
vnd.informedcontrol.rms+xml;application/vnd.informedcontrol.rms+xml;[Mark_Wahl];Application
vnd.infotech.project;application/vnd.infotech.project;[Charles_Engelke];Application
vnd.infotech.project+xml;application/vnd.infotech.project+xml;[Charles_Engelke];Application
vnd.informix-visionary (OBSOLETED in favor of application/vnd.visionary);application/vnd.informix-visionary;[Christopher_Gales];Application
vnd.innopath.wamp.notification;application/vnd.innopath.wamp.notification;[Takanori_Sudo];Application
vnd.insors.igm;application/vnd.insors.igm;[Jon_Swanson];Application
vnd.intercon.formnet;application/vnd.intercon.formnet;[Tom_Gurak];Application
vnd.intergeo;application/vnd.intergeo;[Yves_Kreis_2];Application
vnd.intertrust.digibox;application/vnd.intertrust.digibox;[Luke_Tomasello];Application
vnd.intertrust.nncp;application/vnd.intertrust.nncp;[Luke_Tomasello];Application
vnd.intu.qbo;application/vnd.intu.qbo;[Greg_Scratchley];Application
vnd.intu.qfx;application/vnd.intu.qfx;[Greg_Scratchley];Application
vnd.ipld.car;application/vnd.ipld.car;[Marcin_Rataj];Application
vnd.ipld.dag-cbor;application/vnd.ipld.dag-cbor;[Marcin_Rataj];Application
vnd.ipld.dag-json;application/vnd.ipld.dag-json;[Marcin_Rataj];Application
vnd.ipld.raw;application/vnd.ipld.raw;[Marcin_Rataj];Application
vnd.iptc.g2.catalogitem+xml;application/vnd.iptc.g2.catalogitem+xml;[Michael_Steidl];Application
vnd.iptc.g2.conceptitem+xml;application/vnd.iptc.g2.conceptitem+xml;[Michael_Steidl];Application
vnd.iptc.g2.knowledgeitem+xml;application/vnd.iptc.g2.knowledgeitem+xml;[Michael_Steidl];Application
vnd.iptc.g2.newsitem+xml;application/vnd.iptc.g2.newsitem+xml;[Michael_Steidl];Application
vnd.iptc.g2.newsmessage+xml;application/vnd.iptc.g2.newsmessage+xml;[Michael_Steidl];Application
vnd.iptc.g2.packageitem+xml;application/vnd.iptc.g2.packageitem+xml;[Michael_Steidl];Application
vnd.iptc.g2.planningitem+xml;application/vnd.iptc.g2.planningitem+xml;[Michael_Steidl];Application
vnd.ipunplugged.rcprofile;application/vnd.ipunplugged.rcprofile;[Per_Ersson];Application
vnd.irepository.package+xml;application/vnd.irepository.package+xml;[Martin_Knowles];Application
vnd.is-xpr;application/vnd.is-xpr;[Satish_Navarajan];Application
vnd.isac.fcs;application/vnd.isac.fcs;[Ryan_Brinkman];Application
vnd.jam;application/vnd.jam;[Brijesh_Kumar];Application
vnd.iso11783-10+zip;application/vnd.iso11783-10+zip;[Frank_Wiebeler];Application
vnd.japannet-directory-service;application/vnd.japannet-directory-service;[Kiyofusa_Fujii];Application
vnd.japannet-jpnstore-wakeup;application/vnd.japannet-jpnstore-wakeup;[Jun_Yoshitake];Application
vnd.japannet-payment-wakeup;application/vnd.japannet-payment-wakeup;[Kiyofusa_Fujii];Application
vnd.japannet-registration;application/vnd.japannet-registration;[Jun_Yoshitake];Application
vnd.japannet-registration-wakeup;application/vnd.japannet-registration-wakeup;[Kiyofusa_Fujii];Application
vnd.japannet-setstore-wakeup;application/vnd.japannet-setstore-wakeup;[Jun_Yoshitake];Application
vnd.japannet-verification;application/vnd.japannet-verification;[Jun_Yoshitake];Application
vnd.japannet-verification-wakeup;application/vnd.japannet-verification-wakeup;[Kiyofusa_Fujii];Application
vnd.jcp.javame.midlet-rms;application/vnd.jcp.javame.midlet-rms;[Mikhail_Gorshenev];Application
vnd.jisp;application/vnd.jisp;[Sebastiaan_Deckers];Application
vnd.joost.joda-archive;application/vnd.joost.joda-archive;[Joost];Application
vnd.jsk.isdn-ngn;application/vnd.jsk.isdn-ngn;[Yokoyama_Kiyonobu];Application
vnd.kahootz;application/vnd.kahootz;[Tim_Macdonald];Application
vnd.kde.karbon;application/vnd.kde.karbon;[David_Faure];Application
vnd.kde.kchart;application/vnd.kde.kchart;[David_Faure];Application
vnd.kde.kformula;application/vnd.kde.kformula;[David_Faure];Application
vnd.kde.kivio;application/vnd.kde.kivio;[David_Faure];Application
vnd.kde.kontour;application/vnd.kde.kontour;[David_Faure];Application
vnd.kde.kpresenter;application/vnd.kde.kpresenter;[David_Faure];Application
vnd.kde.kspread;application/vnd.kde.kspread;[David_Faure];Application
vnd.kde.kword;application/vnd.kde.kword;[David_Faure];Application
vnd.kenameaapp;application/vnd.kenameaapp;[Dirk_DiGiorgio-Haag];Application
vnd.kidspiration;application/vnd.kidspiration;[Jack_Bennett];Application
vnd.Kinar;application/vnd.Kinar;[Hemant_Thakkar];Application
vnd.koan;application/vnd.koan;[Pete_Cole];Application
vnd.kodak-descriptor;application/vnd.kodak-descriptor;[Michael_J._Donahue];Application
vnd.las;application/vnd.las;[NCGIS][Bryan_Blank];Application
vnd.las.las+json;application/vnd.las.las+json;[Rob_Bailey];Application
vnd.las.las+xml;application/vnd.las.las+xml;[Rob_Bailey];Application
vnd.laszip;application/vnd.laszip;[NCGIS][Bryan_Blank];Application
vnd.leap+json;application/vnd.leap+json;[Mark_C_Fralick];Application
vnd.liberty-request+xml;application/vnd.liberty-request+xml;[Brett_McDowell];Application
vnd.llamagraphics.life-balance.desktop;application/vnd.llamagraphics.life-balance.desktop;[Catherine_E._White];Application
vnd.llamagraphics.life-balance.exchange+xml;application/vnd.llamagraphics.life-balance.exchange+xml;[Catherine_E._White];Application
vnd.logipipe.circuit+zip;application/vnd.logipipe.circuit+zip;[Victor_Kuchynsky];Application
vnd.loom;application/vnd.loom;[Sten_Linnarsson];Application
vnd.lotus-1-2-3;application/vnd.lotus-1-2-3;[Paul_Wattenberger];Application
vnd.lotus-approach;application/vnd.lotus-approach;[Paul_Wattenberger];Application
vnd.lotus-freelance;application/vnd.lotus-freelance;[Paul_Wattenberger];Application
vnd.lotus-notes;application/vnd.lotus-notes;[Michael_Laramie];Application
vnd.lotus-organizer;application/vnd.lotus-organizer;[Paul_Wattenberger];Application
vnd.lotus-screencam;application/vnd.lotus-screencam;[Paul_Wattenberger];Application
vnd.lotus-wordpro;application/vnd.lotus-wordpro;[Paul_Wattenberger];Application
vnd.macports.portpkg;application/vnd.macports.portpkg;[James_Berry];Application
vnd.mapbox-vector-tile;application/vnd.mapbox-vector-tile;[Blake_Thompson];Application
vnd.marlin.drm.actiontoken+xml;application/vnd.marlin.drm.actiontoken+xml;[Gary_Ellison];Application
vnd.marlin.drm.conftoken+xml;application/vnd.marlin.drm.conftoken+xml;[Gary_Ellison];Application
vnd.marlin.drm.license+xml;application/vnd.marlin.drm.license+xml;[Gary_Ellison];Application
vnd.marlin.drm.mdcf;application/vnd.marlin.drm.mdcf;[Gary_Ellison];Application
vnd.mason+json;application/vnd.mason+json;[Jorn_Wildt];Application
vnd.maxar.archive.3tz+zip;application/vnd.maxar.archive.3tz+zip;[Erik_Dahlström];Application
vnd.maxmind.maxmind-db;application/vnd.maxmind.maxmind-db;[William_Stevenson];Application
vnd.mcd;application/vnd.mcd;[Tadashi_Gotoh];Application
vnd.medcalcdata;application/vnd.medcalcdata;[Frank_Schoonjans];Application
vnd.mediastation.cdkey;application/vnd.mediastation.cdkey;[Henry_Flurry];Application
vnd.meridian-slingshot;application/vnd.meridian-slingshot;[Eric_Wedel];Application
vnd.MFER;application/vnd.MFER;[Masaaki_Hirai];Application
vnd.mfmp;application/vnd.mfmp;[Yukari_Ikeda];Application
vnd.micro+json;application/vnd.micro+json;[Dali_Zheng];Application
vnd.micrografx.flo;application/vnd.micrografx.flo;[Joe_Prevo];Application
vnd.micrografx.igx;application/vnd.micrografx.igx;[Joe_Prevo];Application
vnd.microsoft.portable-executable;application/vnd.microsoft.portable-executable;[Henrik_Andersson];Application
vnd.microsoft.windows.thumbnail-cache;application/vnd.microsoft.windows.thumbnail-cache;[Henrik_Andersson];Application
vnd.miele+json;application/vnd.miele+json;[Nils_Langhammer];Application
vnd.mif;application/vnd.mif;[Mike_Wexler];Application
vnd.minisoft-hp3000-save;application/vnd.minisoft-hp3000-save;[Chris_Bartram];Application
vnd.mitsubishi.misty-guard.trustweb;application/vnd.mitsubishi.misty-guard.trustweb;[Tanaka];Application
vnd.Mobius.DAF;application/vnd.Mobius.DAF;[Allen_K._Kabayama];Application
vnd.Mobius.DIS;application/vnd.Mobius.DIS;[Allen_K._Kabayama];Application
vnd.Mobius.MBK;application/vnd.Mobius.MBK;[Alex_Devasia];Application
vnd.Mobius.MQY;application/vnd.Mobius.MQY;[Alex_Devasia];Application
vnd.Mobius.MSL;application/vnd.Mobius.MSL;[Allen_K._Kabayama];Application
vnd.Mobius.PLC;application/vnd.Mobius.PLC;[Allen_K._Kabayama];Application
vnd.Mobius.TXF;application/vnd.Mobius.TXF;[Allen_K._Kabayama];Application
vnd.mophun.application;application/vnd.mophun.application;[Bjorn_Wennerstrom];Application
vnd.mophun.certificate;application/vnd.mophun.certificate;[Bjorn_Wennerstrom];Application
vnd.motorola.flexsuite;application/vnd.motorola.flexsuite;[Mark_Patton];Application
vnd.motorola.flexsuite.adsi;application/vnd.motorola.flexsuite.adsi;[Mark_Patton];Application
vnd.motorola.flexsuite.fis;application/vnd.motorola.flexsuite.fis;[Mark_Patton];Application
vnd.motorola.flexsuite.gotap;application/vnd.motorola.flexsuite.gotap;[Mark_Patton];Application
vnd.motorola.flexsuite.kmr;application/vnd.motorola.flexsuite.kmr;[Mark_Patton];Application
vnd.motorola.flexsuite.ttc;application/vnd.motorola.flexsuite.ttc;[Mark_Patton];Application
vnd.motorola.flexsuite.wem;application/vnd.motorola.flexsuite.wem;[Mark_Patton];Application
vnd.motorola.iprm;application/vnd.motorola.iprm;[Rafie_Shamsaasef];Application
vnd.mozilla.xul+xml;application/vnd.mozilla.xul+xml;[Braden_N_McDaniel];Application
vnd.ms-artgalry;application/vnd.ms-artgalry;[Dean_Slawson];Application
vnd.ms-asf;application/vnd.ms-asf;[Eric_Fleischman];Application
vnd.ms-cab-compressed;application/vnd.ms-cab-compressed;[Kim_Scarborough];Application
vnd.ms-3mfdocument;application/vnd.ms-3mfdocument;[Shawn_Maloney];Application
vnd.ms-excel;application/vnd.ms-excel;[Sukvinder_S._Gill];Application
vnd.ms-excel.addin.macroEnabled.12;application/vnd.ms-excel.addin.macroEnabled.12;[Chris_Rae];Application
vnd.ms-excel.sheet.binary.macroEnabled.12;application/vnd.ms-excel.sheet.binary.macroEnabled.12;[Chris_Rae];Application
vnd.ms-excel.sheet.macroEnabled.12;application/vnd.ms-excel.sheet.macroEnabled.12;[Chris_Rae];Application
vnd.ms-excel.template.macroEnabled.12;application/vnd.ms-excel.template.macroEnabled.12;[Chris_Rae];Application
vnd.ms-fontobject;application/vnd.ms-fontobject;[Kim_Scarborough];Application
vnd.ms-htmlhelp;application/vnd.ms-htmlhelp;[Anatoly_Techtonik];Application
vnd.ms-ims;application/vnd.ms-ims;[Eric_Ledoux];Application
vnd.ms-lrm;application/vnd.ms-lrm;[Eric_Ledoux];Application
vnd.ms-office.activeX+xml;application/vnd.ms-office.activeX+xml;[Chris_Rae];Application
vnd.ms-officetheme;application/vnd.ms-officetheme;[Chris_Rae];Application
vnd.ms-playready.initiator+xml;application/vnd.ms-playready.initiator+xml;[Daniel_Schneider];Application
vnd.ms-powerpoint;application/vnd.ms-powerpoint;[Sukvinder_S._Gill];Application
vnd.ms-powerpoint.addin.macroEnabled.12;application/vnd.ms-powerpoint.addin.macroEnabled.12;[Chris_Rae];Application
vnd.ms-powerpoint.presentation.macroEnabled.12;application/vnd.ms-powerpoint.presentation.macroEnabled.12;[Chris_Rae];Application
vnd.ms-powerpoint.slide.macroEnabled.12;application/vnd.ms-powerpoint.slide.macroEnabled.12;[Chris_Rae];Application
vnd.ms-powerpoint.slideshow.macroEnabled.12;application/vnd.ms-powerpoint.slideshow.macroEnabled.12;[Chris_Rae];Application
vnd.ms-powerpoint.template.macroEnabled.12;application/vnd.ms-powerpoint.template.macroEnabled.12;[Chris_Rae];Application
vnd.ms-PrintDeviceCapabilities+xml;application/vnd.ms-PrintDeviceCapabilities+xml;[Justin_Hutchings];Application
vnd.ms-PrintSchemaTicket+xml;application/vnd.ms-PrintSchemaTicket+xml;[Justin_Hutchings];Application
vnd.ms-project;application/vnd.ms-project;[Sukvinder_S._Gill];Application
vnd.ms-tnef;application/vnd.ms-tnef;[Sukvinder_S._Gill];Application
vnd.ms-windows.devicepairing;application/vnd.ms-windows.devicepairing;[Justin_Hutchings];Application
vnd.ms-windows.nwprinting.oob;application/vnd.ms-windows.nwprinting.oob;[Justin_Hutchings];Application
vnd.ms-windows.printerpairing;application/vnd.ms-windows.printerpairing;[Justin_Hutchings];Application
vnd.ms-windows.wsd.oob;application/vnd.ms-windows.wsd.oob;[Justin_Hutchings];Application
vnd.ms-wmdrm.lic-chlg-req;application/vnd.ms-wmdrm.lic-chlg-req;[Kevin_Lau];Application
vnd.ms-wmdrm.lic-resp;application/vnd.ms-wmdrm.lic-resp;[Kevin_Lau];Application
vnd.ms-wmdrm.meter-chlg-req;application/vnd.ms-wmdrm.meter-chlg-req;[Kevin_Lau];Application
vnd.ms-wmdrm.meter-resp;application/vnd.ms-wmdrm.meter-resp;[Kevin_Lau];Application
vnd.ms-word.document.macroEnabled.12;application/vnd.ms-word.document.macroEnabled.12;[Chris_Rae];Application
vnd.ms-word.template.macroEnabled.12;application/vnd.ms-word.template.macroEnabled.12;[Chris_Rae];Application
vnd.ms-works;application/vnd.ms-works;[Sukvinder_S._Gill];Application
vnd.ms-wpl;application/vnd.ms-wpl;[Dan_Plastina];Application
vnd.ms-xpsdocument;application/vnd.ms-xpsdocument;[Jesse_McGatha];Application
vnd.msa-disk-image;application/vnd.msa-disk-image;[Thomas_Huth];Application
vnd.mseq;application/vnd.mseq;[Gwenael_Le_Bodic];Application
vnd.msign;application/vnd.msign;[Malte_Borcherding];Application
vnd.multiad.creator;application/vnd.multiad.creator;[Steve_Mills];Application
vnd.multiad.creator.cif;application/vnd.multiad.creator.cif;[Steve_Mills];Application
vnd.musician;application/vnd.musician;[Greg_Adams];Application
vnd.music-niff;application/vnd.music-niff;[Tim_Butler];Application
vnd.muvee.style;application/vnd.muvee.style;[Chandrashekhara_Anantharamu];Application
vnd.mynfc;application/vnd.mynfc;[Franck_Lefevre];Application
vnd.nacamar.ybrid+json;application/vnd.nacamar.ybrid+json;[Sebastian_A._Weiss];Application
vnd.ncd.control;application/vnd.ncd.control;[Lauri_Tarkkala];Application
vnd.ncd.reference;application/vnd.ncd.reference;[Lauri_Tarkkala];Application
vnd.nearst.inv+json;application/vnd.nearst.inv+json;[Thomas_Schoffelen];Application
vnd.nebumind.line;application/vnd.nebumind.line;[Andreas_Molzer];Application
vnd.nervana;application/vnd.nervana;[Steve_Judkins];Application
vnd.netfpx;application/vnd.netfpx;[Andy_Mutz];Application
vnd.neurolanguage.nlu;application/vnd.neurolanguage.nlu;[Dan_DuFeu];Application
vnd.nimn;application/vnd.nimn;[Amit_Kumar_Gupta];Application
vnd.nintendo.snes.rom;application/vnd.nintendo.snes.rom;[Henrik_Andersson];Application
vnd.nintendo.nitro.rom;application/vnd.nintendo.nitro.rom;[Henrik_Andersson];Application
vnd.nitf;application/vnd.nitf;[Steve_Rogan];Application
vnd.noblenet-directory;application/vnd.noblenet-directory;[Monty_Solomon];Application
vnd.noblenet-sealer;application/vnd.noblenet-sealer;[Monty_Solomon];Application
vnd.noblenet-web;application/vnd.noblenet-web;[Monty_Solomon];Application
vnd.nokia.catalogs;application/vnd.nokia.catalogs;[Nokia];Application
vnd.nokia.conml+wbxml;application/vnd.nokia.conml+wbxml;[Nokia];Application
vnd.nokia.conml+xml;application/vnd.nokia.conml+xml;[Nokia];Application
vnd.nokia.iptv.config+xml;application/vnd.nokia.iptv.config+xml;[Nokia];Application
vnd.nokia.iSDS-radio-presets;application/vnd.nokia.iSDS-radio-presets;[Nokia];Application
vnd.nokia.landmark+wbxml;application/vnd.nokia.landmark+wbxml;[Nokia];Application
vnd.nokia.landmark+xml;application/vnd.nokia.landmark+xml;[Nokia];Application
vnd.nokia.landmarkcollection+xml;application/vnd.nokia.landmarkcollection+xml;[Nokia];Application
vnd.nokia.ncd;application/vnd.nokia.ncd;[Nokia];Application
vnd.nokia.n-gage.ac+xml;application/vnd.nokia.n-gage.ac+xml;[Nokia];Application
vnd.nokia.n-gage.data;application/vnd.nokia.n-gage.data;[Nokia];Application
vnd.nokia.n-gage.symbian.install (OBSOLETE; no replacement given);application/vnd.nokia.n-gage.symbian.install;Application
vnd.nokia.pcd+wbxml;application/vnd.nokia.pcd+wbxml;[Nokia];Application
vnd.nokia.pcd+xml;application/vnd.nokia.pcd+xml;[Nokia];Application
vnd.nokia.radio-preset;application/vnd.nokia.radio-preset;[Nokia];Application
vnd.nokia.radio-presets;application/vnd.nokia.radio-presets;[Nokia];Application
vnd.novadigm.EDM;application/vnd.novadigm.EDM;[Janine_Swenson];Application
vnd.novadigm.EDX;application/vnd.novadigm.EDX;[Janine_Swenson];Application
vnd.novadigm.EXT;application/vnd.novadigm.EXT;[Janine_Swenson];Application
vnd.ntt-local.content-share;application/vnd.ntt-local.content-share;[Akinori_Taya];Application
